-2.3925,-5.1524
-1.6987,-5.7032
-7.7446,-1.6083
-7.0171,-0.8546
-1.4460,7.6810
-0.9142,7.4591
-3.3569,6.8260
-1.7911,-4.6093
-4.2415,6.9755
-1.6059,-5.3346
-1.8048,-4.8020
-4.9110,5.4062
-2.4359,6.3436
-2.2952,7.4815
-1.6766,-7.0486
-4.2449,6.0921
-8.4032,-0.5059
-9.2368,0.5483
-4.0787,6.5224
-3.7305,6.5903
-3.8086,5.6435
-3.3634,6.1194
-2.3485,-4.3144
0.3033,-5.6340
-8.0210,-0.1789
-4.1283,6.9557
-2.1856,3.2186
-9.7923,0.0013
-9.2162,0.1300
-2.8012,-6.5903
-7.8561,0.6242
-1.5587,7.5421
-0.4245,-5.0373
-2.1357,-7.6354
-3.5134,6.2633
-7.2088,0.6849
-6.4624,-2.6315
-2.9019,-6.2559
-4.6746,6.1098
-8.8342,-0.8280
-2.2439,5.8007
-3.1415,4.0203
-1.7511,-6.2909
-1.6993,-5.9146
-7.3095,-2.3651
-1.9988,-6.8254
-2.3518,-6.1282
-0.7049,-4.9731
-2.6260,5.2340
-3.2220,6.7798
-8.9761,0.0862
-3.8848,5.9371
-8.1996,-0.8428
-1.8331,7.1779
-2.6628,5.8379
-2.1688,7.3856
-2.1771,6.8248
-1.9275,-5.7918
-8.5996,0.5355
-3.6619,7.3570
-10.1190,-1.8525
-9.7355,-2.1207
-4.3642,7.0183
-7.8580,-0.0638
-7.5514,-2.5027
-8.8729,0.5108
-7.2496,-0.0805
-1.8942,-5.6615
-0.9490,-6.4404
-7.5468,-0.7510
-7.9084,-0.4044
-1.0313,-5.8846
-4.4603,6.0751
-4.4118,6.1379
-1.1817,-4.2148
-3.4612,6.8530
-2.4973,6.8417
-3.4368,7.8521
-7.7890,-1.2316
-0.7448,-5.1223
-7.0233,-0.7179
-2.0787,6.3198
-0.4003,-5.0280
-3.3867,7.6831
0.0285,-4.3950
-6.4822,0.1960
-7.1240,-0.3059
-2.7029,-6.7472
-7.1474,0.5043
-8.4777,-1.2099
-7.7149,0.8190
-8.4956,-1.7637
-3.4210,6.3681
-0.6147,-5.9153
-8.4728,-0.9542
-1.1140,-6.1402
-1.5311,-4.2895
-1.1524,-7.0861
-3.4775,5.9179
-1.5920,-4.7253
-3.3309,5.8707
-4.0029,3.8269
-2.7031,-5.7627
-1.6091,-4.9888
-7.3870,0.0879
-1.7110,6.0149
-1.2611,6.1330
-1.2885,-6.9165
-3.3126,6.1558
-8.7826,0.0823
-0.8507,-4.6087
-1.4783,-7.0320
-2.4510,-5.6817
-2.5834,-4.3887
-1.7426,-4.6301
-8.1480,-1.2195
-7.0806,-1.3522
-6.4251,-0.2068
-6.9100,-1.2265
-3.0900,-6.2593
-8.9393,-1.5873
-8.7098,-1.0254
-1.1536,-6.3897
-2.0369,-3.5926
-4.3902,8.3828
-8.8961,-2.0270
-9.5849,-2.1289
-4.1653,7.5779
-6.8996,-0.3484
-1.3013,-5.3056
-8.3083,-1.0914
-3.8756,6.1101
-3.5050,5.3771
-10.7098,-0.3337
-3.9934,4.2478
-9.7360,-1.4802
-0.3880,-6.1105
-3.3756,6.0756
-2.1980,-6.5579
-7.9455,-1.5254
-3.9206,-5.3569
-1.2666,-3.5211
-2.4118,-5.8556
-8.8633,-2.6877
-1.5441,-5.2200
-3.1033,6.3903
-4.1230,6.3310
-2.6131,-5.4520
-0.2917,-4.4259
-2.5374,4.5989
-1.5901,-4.8632
-6.8982,0.4401
-7.4910,-0.5498
-6.9503,0.7983
-1.7241,-5.6569
-2.0715,4.5873
-1.8177,-5.0310
-5.8956,7.0224
-7.1350,-1.5703
-3.9268,6.2631
-2.6993,6.6708
-2.5376,8.7814
-2.3902,-4.4277
-1.5491,-5.2588
-1.5511,-4.5796
-7.8501,-0.7694
-3.9202,6.1849
-3.2238,7.8717
-8.0497,-0.4489
-3.0964,-3.9584
-8.9000,-1.3997
-4.3210,6.3984
-1.4062,5.7382
-1.8550,-6.2757
-8.0316,-0.9490
-0.4739,-6.0814
-9.9709,0.0946
-8.9786,-2.5817
-8.0055,-1.5298
-9.6663,0.5968
-1.7141,-5.3172
-2.5742,6.8426
-3.0407,6.6670
-7.3429,-1.1698
-1.9800,-5.5671
-0.3469,-3.8750
-2.2290,6.0679
-1.4082,-6.1912
-1.7313,-4.7160
